"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Mrpl185"	8.30443449816485e-07	0.568373990659106	0.16	0.421	0.0195793652163233	"12"	"Mrpl18"
"Snhg84"	8.49742484006014e-07	0.30565702093122	0.08	0.277	0.0200343785454098	"12"	"Snhg8"
"Mrpl544"	8.76219227769005e-07	0.372652892748149	0.074	0.267	0.0206586207331098	"12"	"Mrpl54"
"Gdi14"	8.77533816527191e-07	0.585960016510789	0.129	0.366	0.0206896147922616	"12"	"Gdi1"
"Snrpd32"	9.1294226603845e-07	0.339751805094002	0.08	0.277	0.0215244398063885	"12"	"Snrpd3"
"Atp5o2"	9.29653409948033e-07	0.464451429295313	0.239	0.576	0.0219184384463448	"12"	"Atp5o"
"Isca23"	9.87804386014802e-07	0.435865007440203	0.08	0.277	0.023289464009071	"12"	"Isca2"
"Gltscr22"	9.90538712785472e-07	0.363257759458605	0.086	0.286	0.0233539312313431	"12"	"Gltscr2"
"Snrnp701"	1.02288997103872e-06	0.588907409980911	0.092	0.297	0.02411667684718	"12"	"Snrnp70"
"Gsk3b3"	1.03740017382865e-06	0.394200007615764	0.202	0.5	0.0244587838983582	"12"	"Gsk3b"
"Sf3b24"	1.06652545910882e-06	0.300370340320422	0.104	0.317	0.0251454707494087	"12"	"Sf3b2"
"Rps27rt3"	1.23243393162378e-06	0.299488185017671	0.067	0.251	0.0290570948058939	"12"	"Rps27rt"
"Psmc13"	1.28727924471415e-06	0.338701891294966	0.08	0.272	0.0303501827526254	"12"	"Psmc1"
"Mrpl361"	1.30693457067614e-06	0.306642684076699	0.086	0.282	0.0308135963728313	"12"	"Mrpl36"
"Dnlz1"	1.31100927006521e-06	0.312749283613151	0.074	0.262	0.0309096655603274	"12"	"Dnlz"
"Ap2s13"	1.44463845281286e-06	0.48782650225621	0.117	0.337	0.0340602408019688	"12"	"Ap2s1"
"Mrpl273"	1.48444973804394e-06	0.311317684260461	0.11	0.326	0.034998871473862	"12"	"Mrpl27"
"Rpl9-ps62"	1.49770242672718e-06	0.586300713084188	0.074	0.262	0.0353113301149468	"12"	"Rpl9-ps6"
"Rcan24"	1.55699105245282e-06	0.409290925577997	0.067	0.25	0.0367091780436802	"12"	"Rcan2"
"Ccdc1243"	1.63006766550582e-06	0.346608396398425	0.092	0.292	0.0384321053496308	"12"	"Ccdc124"
"Sarnp3"	1.6791176274219e-06	0.649516141733857	0.129	0.359	0.0395885563017261	"12"	"Sarnp"
"Morf4l13"	1.68151821369944e-06	0.811852541078886	0.135	0.37	0.0396451549243918	"12"	"Morf4l1"
"Btf32"	1.68850080694675e-06	0.334477055219796	0.086	0.28	0.0398097835253834	"12"	"Btf3"
"R3hdm42"	1.68890519602225e-06	0.278445623871762	0.074	0.26	0.0398193178066165	"12"	"R3hdm4"
"Napa2"	1.71626190645619e-06	0.408078831285006	0.092	0.293	0.0404643069685177	"12"	"Napa"
"Snf82"	1.83917720999188e-06	0.407280460254292	0.074	0.259	0.0433622810799786	"12"	"Snf8"
"Chchd104"	1.92163798503617e-06	1.19613381761545	0.497	0.452	0.0453064587731978	"12"	"Chchd10"
"Dnajc83"	2.05786128003991e-06	0.49240524902436	0.11	0.324	0.0485181953995011	"12"	"Dnajc8"
"Pomp3"	2.0708999251546e-06	0.59276780868132	0.209	0.509	0.04882560753537	"12"	"Pomp"
"Rps284"	2.33915631655343e-06	0.318935672003165	0.288	0.637	0.0551502884753802	"12"	"Rps28"
"Rab243"	2.43853432941183e-06	0.470136150923273	0.104	0.31	0.0574933238845428	"12"	"Rab24"
"Dnajc53"	2.44159060031497e-06	0.359676546111688	0.117	0.332	0.0575653815836261	"12"	"Dnajc5"
"Bloc1s21"	2.48652186345646e-06	0.394099658106586	0.086	0.278	0.058624725974713	"12"	"Bloc1s2"
"Fkbp43"	2.53982573329818e-06	0.562384179829871	0.086	0.278	0.0598814713139712	"12"	"Fkbp4"
"Snrnp274"	2.54671674509038e-06	0.591894719719713	0.117	0.331	0.060043940698996	"12"	"Snrnp27"
"Mrps18a3"	2.69295653817955e-06	0.703735911395204	0.08	0.267	0.0634918363006593	"12"	"Mrps18a"
"Eif3h4"	2.85084398469113e-06	0.69558834156053	0.172	0.433	0.0672143486270628	"12"	"Eif3h"
"Trappc41"	2.93789153716077e-06	0.607766632733398	0.104	0.31	0.0692666687716394	"12"	"Trappc4"
"Cox7a2l4"	2.99783917072074e-06	0.491157866785067	0.209	0.495	0.0706800541280828	"12"	"Cox7a2l"
"Mkrn14"	3.09519705185801e-06	0.473942697571906	0.104	0.309	0.0729754608916563	"12"	"Mkrn1"
"Rab182"	3.19679012417479e-06	0.397803943250667	0.123	0.341	0.0753707207576691	"12"	"Rab18"
"Naa205"	3.28568989473463e-06	0.318995720353045	0.08	0.263	0.0774667106481583	"12"	"Naa20"
"Tmsb105"	3.33635910613557e-06	1.02296897204982	0.577	0.581	0.0786613386453584	"12"	"Tmsb10"
"Cox6c3"	3.49943695721913e-06	1.0603516809165	0.607	0.782	0.0825062251403555	"12"	"Cox6c"
"Fis13"	3.51543360472684e-06	0.66249953527146	0.215	0.515	0.0828833780986448	"12"	"Fis1"
"Atp9a5"	3.62623804654263e-06	0.730985996812664	0.11	0.318	0.0854958144233355	"12"	"Atp9a"
"Esd1"	3.72306458696602e-06	0.4339832159269	0.074	0.251	0.0877786937668979	"12"	"Esd"
"Ndufc21"	3.91519460676828e-06	0.444463238723892	0.19	0.465	0.0923085432437757	"12"	"Ndufc2"
"RP23-366M19.14"	3.93100584975012e-06	0.433794833568051	0.202	0.48	0.0926813249195586	"12"	"RP23-366M19.1"
"Rpl14-ps12"	4.01946160367889e-06	0.427066737481806	0.086	0.273	0.0947668462299371	"12"	"Rpl14-ps1"
"Ptms6"	4.11392389887519e-06	0.484471916701456	0.141	0.369	0.0969939837637804	"12"	"Ptms"
"Bola22"	4.22312717271199e-06	0.681113375289394	0.117	0.327	0.0995686693510306	"12"	"Bola2"
"Psmb5"	4.30055098205764e-06	0.438633069180969	0.074	0.25	0.101394090503973	"12"	"Psmb5"
"Aamp"	4.36865081065421e-06	0.360024025018634	0.098	0.292	0.102999680162794	"12"	"Aamp"
"mt-Co13"	4.67644845076911e-06	0.829109647474126	0.178	0.442	0.110256625123783	"12"	"mt-Co1"
"Acot75"	4.68740652215578e-06	0.268392130208129	0.086	0.271	0.110514983572867	"12"	"Acot7"
"Vps292"	5.3009632483816e-06	0.567337994327833	0.11	0.315	0.124980810507093	"12"	"Vps29"
"Vps284"	5.3729408563094e-06	0.680409708479072	0.11	0.314	0.126677826569207	"12"	"Vps28"
"mt-Cytb2"	5.7100366113053e-06	0.5158750881556	0.816	0.971	0.134625533184745	"12"	"mt-Cytb"
"Rab11a2"	5.74839093700085e-06	0.330580479165641	0.086	0.267	0.135529813121669	"12"	"Rab11a"
"Aes3"	5.79800638479691e-06	0.751229807502706	0.172	0.427	0.136699596534357	"12"	"Aes"
"Rps214"	5.82867460623785e-06	0.525737131234438	0.27	0.605	0.13742266119127	"12"	"Rps21"
"Mrpl281"	5.89218647339419e-06	0.4850876128802	0.092	0.28	0.138920080483215	"12"	"Mrpl28"
"RP23-298F22.43"	5.97017697947959e-06	0.371659805476646	0.086	0.268	0.14075886264519	"12"	"RP23-298F22.4"
"mt-Atp62"	6.00186571088806e-06	0.451574799354224	0.11	0.311	0.141505987865608	"12"	"mt-Atp6"
"Mrpl573"	6.05775851852018e-06	0.551548353117762	0.086	0.268	0.14282377259115	"12"	"Mrpl57"
"Mff3"	6.11799747706442e-06	0.594508782234623	0.16	0.401	0.144244026516748	"12"	"Mff"
"Gpi13"	6.16004568410254e-06	0.450703290767422	0.104	0.299	0.145235397094086	"12"	"Gpi1"
"Gpx44"	6.24558922632344e-06	0.617995335975257	0.258	0.594	0.147252257189028	"12"	"Gpx4"
"Vapa2"	6.25934866263683e-06	0.951349794735808	0.172	0.424	0.147576663418989	"12"	"Vapa"
"Pcmt13"	6.48416588039562e-06	0.54475018912402	0.08	0.256	0.152877178962088	"12"	"Pcmt1"
"Rps253"	6.65699476249546e-06	0.301416570076269	0.331	0.723	0.156951965515356	"12"	"Rps25"
"Suclg13"	6.67011378213479e-06	0.374652376602216	0.098	0.286	0.157261272641392	"12"	"Suclg1"
"Psmd7"	6.92051083293137e-06	0.562840927041516	0.104	0.3	0.163164883908023	"12"	"Psmd7"
"Fam32a3"	6.98200693033766e-06	0.511438615113254	0.11	0.31	0.164614777396571	"12"	"Fam32a"
"Rab284"	7.12576988489366e-06	0.462932825567112	0.08	0.256	0.168004276576138	"12"	"Rab28"
"Krtcap22"	7.56514768580501e-06	0.306983869425014	0.117	0.318	0.178363486988225	"12"	"Krtcap2"
"Cct6a2"	8.03801991886964e-06	0.874963946715484	0.086	0.263	0.189512395627189	"12"	"Cct6a"
"Hist3h2ba6"	8.12315017743433e-06	0.554730244249759	0.117	0.32	0.191519511733369	"12"	"Hist3h2ba"
"Trappc6b3"	8.21442568941813e-06	0.516692406345255	0.11	0.31	0.193671514479411	"12"	"Trappc6b"
"Rpl36a4"	8.31682801683271e-06	0.375006585051622	0.276	0.608	0.196085854152865	"12"	"Rpl36a"
"Clta1"	8.33676282821608e-06	0.636212936386713	0.184	0.439	0.19655585720085	"12"	"Clta"
"Atp6v1a3"	8.47067394430959e-06	0.510105444929277	0.104	0.298	0.199713079584987	"12"	"Atp6v1a"
"Bmyc4"	8.56103863629361e-06	0.799563313099168	0.129	0.342	0.201843607927894	"12"	"Bmyc"
"Ly6h4"	8.63458475345438e-06	1.80516241890875	0.319	0.226	0.203577604732194	"12"	"Ly6h"
"Ahi13"	8.88877332915289e-06	1.76558994496225	0.362	0.286	0.209570608781438	"12"	"Ahi1"
"Chmp52"	8.94254681009501e-06	0.464122866442092	0.086	0.264	0.21083842614161	"12"	"Chmp5"
"Purb4"	8.95017313361309e-06	0.4698028140219	0.104	0.297	0.211018231971196	"12"	"Purb"
"Clpp4"	9.49439255219112e-06	0.52845656057392	0.117	0.318	0.22384929320301	"12"	"Clpp"
"Zcchc174"	9.54134392074612e-06	0.682788547680799	0.166	0.41	0.224956265619431	"12"	"Zcchc17"
"Ndufa44"	9.94598881053023e-06	1.17582386131345	0.583	0.721	0.234496578185871	"12"	"Ndufa4"
"Txn22"	1.00531374251309e-05	0.521390360175303	0.129	0.336	0.237022821072312	"12"	"Txn2"
"Snu132"	1.01025100147798e-05	0.44757986856146	0.098	0.285	0.238186878618463	"12"	"Snu13"
"Znhit13"	1.02714115805042e-05	0.392790894527917	0.08	0.252	0.242169070833546	"12"	"Znhit1"
"Minos11"	1.04068984831299e-05	0.625342982140442	0.227	0.53	0.245363445536753	"12"	"Minos1"
"AC109220.53"	1.05985879703399e-05	0.751246815506791	0.11	0.307	0.249882908576704	"12"	"AC109220.5"
"Map1a4"	1.06311260680106e-05	0.614405082274444	0.123	0.328	0.250650059305485	"12"	"Map1a"
"Adgrl15"	1.1727230754715e-05	0.516242653136985	0.104	0.294	0.276492919503916	"12"	"Adgrl1"
"Arf5"	1.17606435871354e-05	0.662245791656189	0.221	0.512	0.277280693853891	"12"	"Arf5"
"Spop4"	1.17958501191106e-05	0.744761096574358	0.184	0.438	0.27811075825827	"12"	"Spop"
"Nap1l42"	1.2174889183519e-05	0.449983927846549	0.092	0.271	0.287047362279827	"12"	"Nap1l4"
"Rpl155"	1.46525154620244e-05	0.490713956948781	0.086	0.259	0.34546235704815	"12"	"Rpl15"
"Eif3e2"	1.48331207409242e-05	0.298396332695716	0.092	0.269	0.34972048770877	"12"	"Eif3e"
"Fopnl4"	1.49547086456377e-05	0.526358670789753	0.086	0.258	0.3525871657382	"12"	"Fopnl"
"Otub13"	1.5491039133682e-05	0.541511902792495	0.086	0.258	0.36523222965482	"12"	"Otub1"
"Mien13"	1.55539855655179e-05	0.608479178271349	0.202	0.469	0.366716317678214	"12"	"Mien1"
"Vdac33"	1.71091364957991e-05	0.27984660201144	0.141	0.351	0.403382111161456	"12"	"Vdac3"
"Ntm5"	1.71403093454222e-05	0.272166249867814	0.098	0.273	0.40411707343702	"12"	"Ntm"
"Ggnbp22"	1.74852486350061e-05	0.535218089654149	0.086	0.256	0.412249707067538	"12"	"Ggnbp2"
"Tm2d15"	1.79760667449251e-05	0.483722179464162	0.104	0.286	0.423821725645099	"12"	"Tm2d1"
"Tma74"	1.87835116326267e-05	0.768321347530537	0.227	0.518	0.442858853762439	"12"	"Tma7"
"Map44"	1.95261777655864e-05	0.475125041986764	0.086	0.256	0.460368693179229	"12"	"Map4"
"Pam163"	1.97233507577247e-05	0.661636595208669	0.086	0.256	0.465017440814876	"12"	"Pam16"
"Hdgf3"	2.22210073062012e-05	0.728043276648788	0.129	0.332	0.523904689258306	"12"	"Hdgf"
"Clstn13"	2.30013776196354e-05	0.309591240940762	0.153	0.37	0.542303480138143	"12"	"Clstn1"
"Ict1"	2.43419293130918e-05	0.660875160764026	0.086	0.253	0.573909667414765	"12"	"Ict1"
"C1d4"	2.63649012806369e-05	0.821692216060017	0.166	0.394	0.621605277493575	"12"	"C1d"
"Pin13"	2.6366590696275e-05	0.870362191594672	0.147	0.361	0.621645108846075	"12"	"Pin1"
"Bag15"	2.69313010638674e-05	0.795793559594638	0.166	0.397	0.634959285182801	"12"	"Bag1"
"Cct5"	2.72575013501203e-05	0.679837079562863	0.11	0.294	0.642650109331786	"12"	"Cct5"
"RP23-55L3.52"	2.74237727715873e-05	0.884767314086889	0.135	0.34	0.646570290635713	"12"	"RP23-55L3.5"
"Arpc5l3"	2.80576991999508e-05	0.789140268690139	0.166	0.394	0.66151637403724	"12"	"Arpc5l"
"Cfl22"	2.84130756420899e-05	0.547440706491003	0.153	0.372	0.669895084413552	"12"	"Cfl2"
"Nenf3"	2.8612689441675e-05	0.567669427504091	0.166	0.391	0.674601378966372	"12"	"Nenf"
"Txn15"	2.87426028782877e-05	0.464423770727333	0.147	0.357	0.677664348061389	"12"	"Txn1"
"Ndufs21"	2.88201826328371e-05	0.971299677214758	0.135	0.341	0.679493445934401	"12"	"Ndufs2"
"Atp5d3"	2.88879678950028e-05	0.737672819865058	0.252	0.559	0.681091619060481	"12"	"Atp5d"
"Hdhd21"	2.91352028506371e-05	0.716739707348247	0.098	0.273	0.686920677609471	"12"	"Hdhd2"
"Ndufa113"	2.91517454779078e-05	0.61820313710299	0.209	0.472	0.687310703132631	"12"	"Ndufa11"
"Smim10l13"	3.01719928690018e-05	0.63843886662351	0.129	0.329	0.711365075872455	"12"	"Smim10l1"
"Tusc23"	3.02738164844734e-05	0.498970070077147	0.086	0.251	0.71376577125443	"12"	"Tusc2"
"RP23-8J15.41"	3.36501057439609e-05	0.887520076778405	0.19	0.441	0.793368543125367	"12"	"RP23-8J15.4"
"Stk16"	3.50234440508043e-05	0.470261339185985	0.104	0.281	0.825747740385812	"12"	"Stk16"
"Rpl23a-ps31"	3.50395698046882e-05	0.408197740002681	0.123	0.312	0.826127937285134	"12"	"Rpl23a-ps3"
"Ndufb4"	3.57076106763946e-05	0.710948471301315	0.202	0.46	0.841878336917356	"12"	"Ndufb4"
"Cmpk13"	3.70353174683198e-05	0.650619311988229	0.123	0.314	0.873181679950576	"12"	"Cmpk1"
"Mrpl413"	3.95741689975085e-05	0.75647560950298	0.135	0.336	0.933040182454257	"12"	"Mrpl41"
"mt-Nd52"	4.0917722115672e-05	0.671587944343808	0.16	0.378	0.964717134321198	"12"	"mt-Nd5"
"Cfl14"	4.28125423167457e-05	0.324492231302357	0.313	0.674	1	"12"	"Cfl1"
"Hdac114"	4.79136260284511e-05	0.662415854333915	0.098	0.268	1	"12"	"Hdac11"
"Chd34"	5.1605636945454e-05	0.510460406870501	0.11	0.287	1	"12"	"Chd3"
"Swi53"	5.20296103538666e-05	0.681193211744246	0.227	0.502	1	"12"	"Swi5"
"Peg33"	5.20306200156659e-05	0.261793477382735	0.098	0.265	1	"12"	"Peg3"
"Ap2m13"	5.23562188697328e-05	0.750265762105466	0.172	0.401	1	"12"	"Ap2m1"
"Ndufb103"	5.48653119371869e-05	0.591361939764894	0.215	0.473	1	"12"	"Ndufb10"
"RP23-189N15.61"	5.50288399299858e-05	0.598528369772796	0.117	0.297	1	"12"	"RP23-189N15.6"
"Sod14"	6.00438760515393e-05	0.700316129622025	0.104	0.276	1	"12"	"Sod1"
"Iscu3"	6.00890897649568e-05	0.738721958205736	0.178	0.409	1	"12"	"Iscu"
"RP23-129H12.13"	6.23269067144883e-05	1.08594390941728	0.153	0.364	1	"12"	"RP23-129H12.1"
"Pja23"	6.50374674421064e-05	0.550195761669655	0.117	0.293	1	"12"	"Pja2"
"Gas74"	6.64224522392814e-05	0.317345601752293	0.196	0.431	1	"12"	"Gas7"
"Fam173a"	6.7511273339403e-05	0.489923337084383	0.11	0.282	1	"12"	"Fam173a"
"Tceal95"	6.79284200576419e-05	0.585401351912427	0.153	0.353	1	"12"	"Tceal9"
"Rnf144"	6.91403954986993e-05	0.744040700378055	0.11	0.285	1	"12"	"Rnf14"
"Ppp3ca3"	7.82592958791516e-05	0.622907394299308	0.196	0.437	1	"12"	"Ppp3ca"
"Dpy302"	7.90932049812831e-05	0.529040136558678	0.098	0.262	1	"12"	"Dpy30"
"Hsp90aa14"	8.03151793936847e-05	0.695002662383316	0.202	0.45	1	"12"	"Hsp90aa1"
"Camk2n13"	8.05433952540449e-05	1.66820231088667	0.387	0.344	1	"12"	"Camk2n1"
"Rab1a2"	8.28689084783475e-05	0.691688489471653	0.104	0.271	1	"12"	"Rab1a"
"Hspe14"	8.60290519450785e-05	0.700037753749725	0.233	0.511	1	"12"	"Hspe1"
"Sumo13"	8.63349619216616e-05	0.696425418855712	0.209	0.457	1	"12"	"Sumo1"
"Psmb32"	9.07740385125331e-05	0.465335007775445	0.117	0.288	1	"12"	"Psmb3"
"Mrpl14"	9.1216942217253e-05	0.546728539754777	0.123	0.301	1	"12"	"Mrpl14"
"Atp6v1d3"	9.15684022158438e-05	0.379389461336868	0.098	0.257	1	"12"	"Atp6v1d"
"Rtn15"	9.31151010790485e-05	1.42809329278859	0.38	0.315	1	"12"	"Rtn1"
"Mrpl203"	9.31640175157827e-05	0.838830869042901	0.172	0.391	1	"12"	"Mrpl20"
"RP24-239J20.11"	9.47763569797889e-05	0.823841447887861	0.178	0.398	1	"12"	"RP24-239J20.1"
"Dnaja13"	0.000101497677990246	0.901645466720287	0.129	0.311	1	"12"	"Dnaja1"
"Naca5"	0.000102119504831834	0.587536378519779	0.294	0.61	1	"12"	"Naca"
"Npm15"	0.000102352139093574	0.875476963390746	0.166	0.376	1	"12"	"Npm1"
"Coa33"	0.000103732549727951	0.902547519466914	0.239	0.514	1	"12"	"Coa3"
"Scoc3"	0.000109639139599014	0.868833640489931	0.098	0.257	1	"12"	"Scoc"
"Psma21"	0.000114571845022075	0.64479114896402	0.153	0.352	1	"12"	"Psma2"
"Higd1a4"	0.000114621738046796	0.877580528175892	0.209	0.454	1	"12"	"Higd1a"
"Ppia2"	0.000119289907088207	0.88169501469126	0.172	0.389	1	"12"	"Ppia"
"Mrps124"	0.000124176130704024	1.00116689334278	0.178	0.398	1	"12"	"Mrps12"
"Aurkaip11"	0.000127438736517184	0.888001870256349	0.135	0.319	1	"12"	"Aurkaip1"
"Sdhaf43"	0.000130983462573757	0.486447754248396	0.11	0.276	1	"12"	"Sdhaf4"
"Atp6v0e23"	0.000135543637053537	0.691739006957518	0.147	0.338	1	"12"	"Atp6v0e2"
"Cox8a3"	0.000137691771636346	0.983494395400183	0.65	0.862	1	"12"	"Cox8a"
"Tomm22"	0.000149212589130055	0.731999105900019	0.129	0.307	1	"12"	"Tomm22"
"Mrfap14"	0.000158053710966801	0.658569984886892	0.282	0.581	1	"12"	"Mrfap1"
"Rpl37rt4"	0.000164439212418175	0.483035554627103	0.27	0.556	1	"12"	"Rpl37rt"
"Cox4i12"	0.000164968859076548	0.956078762945678	0.595	0.812	1	"12"	"Cox4i1"
"Atpif13"	0.000165110535390974	1.44624276749844	0.472	0.539	1	"12"	"Atpif1"
"RP24-262G23.63"	0.000176217468766496	0.705734634381753	0.123	0.293	1	"12"	"RP24-262G23.6"
"Morf4l25"	0.000205399499514844	0.757665050215258	0.141	0.324	1	"12"	"Morf4l2"
"Zmat22"	0.00021030963094181	0.813149793542942	0.098	0.25	1	"12"	"Zmat2"
"Cisd15"	0.000216563142507331	0.612726807774908	0.264	0.551	1	"12"	"Cisd1"
"Ndufb33"	0.000217068040891265	0.872460654602651	0.178	0.39	1	"12"	"Ndufb3"
"Ndufv24"	0.000225854784980287	0.628098676593279	0.202	0.435	1	"12"	"Ndufv2"
"Mrpl523"	0.000237641325828043	0.677163681143036	0.11	0.267	1	"12"	"Mrpl52"
"RP23-136K12.62"	0.000238385571149318	0.951323290265378	0.184	0.399	1	"12"	"RP23-136K12.6"
"Ndrg33"	0.000242239129141617	0.704156762901058	0.11	0.27	1	"12"	"Ndrg3"
"Ewsr12"	0.000243648393693524	0.527991146769123	0.135	0.307	1	"12"	"Ewsr1"
"Tbca4"	0.000257798847902779	0.55085034790351	0.129	0.299	1	"12"	"Tbca"
"Glrx55"	0.00025998169774784	0.773174824567769	0.184	0.397	1	"12"	"Glrx5"
"RP23-106P7.23"	0.000262009380205057	0.762975996674843	0.129	0.301	1	"12"	"RP23-106P7.2"
"mt-Rnr22"	0.000270772545150759	0.835946480169839	0.227	0.477	1	"12"	"mt-Rnr2"
"RP23-8J15.32"	0.000319524630730619	0.620875087873623	0.294	0.608	1	"12"	"RP23-8J15.3"
"Eif3k2"	0.000323655187038927	0.918705516661833	0.19	0.405	1	"12"	"Eif3k"
"Cbx63"	0.000335448931811531	0.621296755245038	0.178	0.386	1	"12"	"Cbx6"
"Npdc13"	0.000340539015557559	0.763288060893642	0.129	0.296	1	"12"	"Npdc1"
"Rps263"	0.000350953659311784	0.512056892744801	0.325	0.677	1	"12"	"Rps26"
"RP23-263B18.43"	0.000353920088581343	0.447772007255012	0.325	0.646	1	"12"	"RP23-263B18.4"
"Pfdn54"	0.00035827566037509	0.569822320956768	0.301	0.621	1	"12"	"Pfdn5"
"Rundc3a4"	0.000377073067925961	0.787680264790418	0.11	0.263	1	"12"	"Rundc3a"
"Prdx23"	0.000384236186127237	0.925339448690849	0.202	0.428	1	"12"	"Prdx2"
"Tspyl43"	0.000402692772237807	0.921943605299895	0.123	0.282	1	"12"	"Tspyl4"
"Dtx32"	0.000415293112611976	0.436331964963888	0.123	0.277	1	"12"	"Dtx3"
"Cltb5"	0.00041670001556815	0.688567070707266	0.166	0.359	1	"12"	"Cltb"
"Dctn33"	0.000432902506989042	0.853067272229047	0.147	0.327	1	"12"	"Dctn3"
"Sdhb1"	0.000439520637386602	0.995625364601179	0.202	0.425	1	"12"	"Sdhb"
"Atp5g13"	0.00047175224772846	1.29532655697903	0.491	0.595	1	"12"	"Atp5g1"
"Slc25a34"	0.000508143291120071	0.845429450765288	0.221	0.465	1	"12"	"Slc25a3"
"RP23-360H6.24"	0.000522088995093277	0.532063652978377	0.184	0.384	1	"12"	"RP23-360H6.2"
"Trappc2l3"	0.000522560080399207	1.05818437517893	0.166	0.36	1	"12"	"Trappc2l"
"Pebp14"	0.000553915769933649	0.759375390645438	0.166	0.354	1	"12"	"Pebp1"
"Pink14"	0.00058809762559842	0.92086175899795	0.117	0.268	1	"12"	"Pink1"
"Chchd24"	0.000626998059973291	0.722961761753262	0.62	0.847	1	"12"	"Chchd2"
"Ghitm4"	0.000647461796427888	0.979027287479748	0.135	0.3	1	"12"	"Ghitm"
"Tspan52"	0.000647650416865355	0.680016104492176	0.117	0.266	1	"12"	"Tspan5"
"Maged13"	0.000674820010585266	0.774752054291155	0.117	0.266	1	"12"	"Maged1"
"Eloc3"	0.000722646441644729	0.977174144579026	0.166	0.354	1	"12"	"Eloc"
"2410015M20Rik"	0.000763794847603422	0.93707174153579	0.202	0.42	1	"12"	"2410015M20Rik"
"Atp5e4"	0.00079015226048108	0.588825558486152	0.313	0.626	1	"12"	"Atp5e"
"Ndufb53"	0.000851239301936432	0.594955296802419	0.258	0.514	1	"12"	"Ndufb5"
"Sepw14"	0.000859546669161129	0.859776600132463	0.607	0.783	1	"12"	"Sepw1"
"Fkbp1a4"	0.000984401232518488	0.315799210886294	0.325	0.62	1	"12"	"Fkbp1a"
"Gria26"	0.000995732109261876	0.452725184848262	0.209	0.407	1	"12"	"Gria2"
"Ndufa53"	0.00116743156584708	0.818202240751301	0.245	0.488	1	"12"	"Ndufa5"
"Ank34"	0.00120012912605537	0.420066911099892	0.209	0.408	1	"12"	"Ank3"
"Gabarapl23"	0.00126874907691966	1.16427427396529	0.202	0.417	1	"12"	"Gabarapl2"
"Sv2a5"	0.00138769973800946	0.763091985954822	0.19	0.385	1	"12"	"Sv2a"
"Hspa81"	0.0014425232697896	0.815958200945893	0.294	0.598	1	"12"	"Hspa8"
"Ngfrap13"	0.00145976706423786	1.58994706426112	0.387	0.388	1	"12"	"Ngfrap1"
"Rps153"	0.00155052784658027	0.300229171579555	0.362	0.702	1	"12"	"Rps15"
"Rpl27a3"	0.00155438550888129	0.373386863243441	0.387	0.758	1	"12"	"Rpl27a"
"Rbx13"	0.0015649679668274	0.785942467480758	0.301	0.614	1	"12"	"Rbx1"
"RP23-457I3.22"	0.00162090061012016	0.746938875337282	0.123	0.265	1	"12"	"RP23-457I3.2"
"Ndufb91"	0.00164268463951886	0.903181716662966	0.288	0.571	1	"12"	"Ndufb9"
"Impact3"	0.00165466125751051	0.634933062090024	0.129	0.276	1	"12"	"Impact"
"Eif4a23"	0.00168313314543717	1.62327659442406	0.393	0.407	1	"12"	"Eif4a2"
"Ywhah4"	0.00188424665891922	1.68885258956726	0.38	0.386	1	"12"	"Ywhah"
"Ywhag3"	0.00206028202053986	0.749780777989388	0.172	0.339	1	"12"	"Ywhag"
"Lamtor22"	0.00219183184164671	0.95392155770585	0.215	0.425	1	"12"	"Lamtor2"
"Zranb23"	0.00232107412476563	0.869144802138796	0.117	0.25	1	"12"	"Zranb2"
"Oaz25"	0.00240177086400735	0.736038657409904	0.227	0.44	1	"12"	"Oaz2"
"Sdhd"	0.00245232080304233	0.862409186792358	0.129	0.269	1	"12"	"Sdhd"
"Atp5k3"	0.00246029514509303	0.71754539360232	0.233	0.454	1	"12"	"Atp5k"
"Ndufs73"	0.00247507264792403	0.99434026756789	0.239	0.472	1	"12"	"Ndufs7"
"Ddx243"	0.00250925490617914	0.971627217852546	0.147	0.303	1	"12"	"Ddx24"
"Mrpl303"	0.00317530229070298	1.03048538099128	0.172	0.339	1	"12"	"Mrpl30"
"Ndufb83"	0.00324456566497389	0.969686380777884	0.258	0.502	1	"12"	"Ndufb8"
"Atp5a13"	0.00380443889914942	0.847388203496448	0.276	0.541	1	"12"	"Atp5a1"
"Eef1g5"	0.00384092569716147	0.845542293087246	0.282	0.544	1	"12"	"Eef1g"
"Rrp13"	0.00385088910875744	0.89647215322048	0.147	0.292	1	"12"	"Rrp1"
"Myl12b5"	0.00394319128762544	0.837374942152679	0.153	0.302	1	"12"	"Myl12b"
"Mtch14"	0.0039500774089744	1.0760142557033	0.19	0.369	1	"12"	"Mtch1"
"Rpl44"	0.00402162039359255	0.431277565546639	0.368	0.695	1	"12"	"Rpl4"
"Sod24"	0.00409435104943424	0.886446776209281	0.153	0.303	1	"12"	"Sod2"
"Aldoa3"	0.00416205621061004	1.46715567182316	0.479	0.598	1	"12"	"Aldoa"
