"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Sep151"	6.11655769646765e-29	0.344257367371773	0.975	0.675	1.44210080809618e-24	"5"	"Sep15"
"RP24-535N4.21"	9.20649202052179e-29	0.268959234085774	0.372	0.151	2.17061462367842e-24	"5"	"RP24-535N4.2"
"Rala1"	9.97766962613011e-29	0.256347771474657	0.565	0.268	2.3524351677527e-24	"5"	"Rala"
"Ccser21"	1.24489627872087e-28	0.258468547448811	0.518	0.243	2.93509195634019e-24	"5"	"Ccser2"
"Taok1"	1.26270926234694e-28	0.258853417337724	0.484	0.218	2.97708962783539e-24	"5"	"Taok1"
"Zfp7061"	1.33827051819313e-28	0.363502759801062	0.924	0.555	3.15524040074393e-24	"5"	"Zfp706"
"Gnb12"	1.62888630027645e-28	0.31990025993144	0.823	0.437	3.8404252301618e-24	"5"	"Gnb1"
"Pkp41"	2.02884264919416e-28	0.256076666460751	0.433	0.189	4.78340231400507e-24	"5"	"Pkp4"
"Atxn7l3b3"	2.92437225663185e-28	0.358096623358861	0.946	0.572	6.8947924694609e-24	"5"	"Atxn7l3b"
"Srp141"	3.30634831232189e-28	0.356291626228732	0.924	0.56	7.79537741596132e-24	"5"	"Srp14"
"Tmf11"	3.90025269132123e-28	0.275893235540712	0.435	0.192	9.19562577032806e-24	"5"	"Tmf1"
"Cacnb31"	4.94226560865976e-28	0.27712539147679	0.253	0.088	1.16523796255371e-23	"5"	"Cacnb3"
"Zfp3651"	8.3390536632692e-28	0.347328039778072	0.343	0.141	1.96609868218898e-23	"5"	"Zfp365"
"Mbtd1"	1.19930116410084e-27	0.258601615532167	0.294	0.109	2.82759235460055e-23	"5"	"Mbtd1"
"Opa12"	1.70260728106793e-27	0.25651115784192	0.357	0.145	4.01423718657386e-23	"5"	"Opa1"
"Pigz1"	2.08824264443326e-27	0.310065709250595	0.262	0.093	4.9234496827803e-23	"5"	"Pigz"
"Ctsl"	2.23825720287362e-27	0.261178553539557	0.635	0.322	5.27713900721514e-23	"5"	"Ctsl"
"Rnf2082"	2.69149426156561e-26	0.301237269437091	0.386	0.167	6.34573602049325e-22	"5"	"Rnf208"
"Atp6v1g11"	4.64246079224727e-26	0.4017187019094	0.91	0.577	1.09455298098814e-21	"5"	"Atp6v1g1"
"Thsd7a"	2.21759638401175e-25	0.295834001059543	0.258	0.095	5.22842699458451e-21	"5"	"Thsd7a"
"Rab5b1"	2.64146715301819e-25	0.300302338673897	0.374	0.164	6.22778710667097e-21	"5"	"Rab5b"
"Gabarap1"	1.03266351714071e-24	0.272305089972123	0.888	0.533	2.43471077436264e-20	"5"	"Gabarap"
"Arrdc31"	5.05593016153929e-24	0.259703073036904	0.26	0.098	1.19203665418612e-19	"5"	"Arrdc3"
"Atp6v0b"	7.74157656338391e-24	0.320781894226772	0.944	0.611	1.82523150634902e-19	"5"	"Atp6v0b"
"Zer1"	9.71668321057428e-24	0.288379000078567	0.256	0.098	2.2909024005571e-19	"5"	"Zer1"
"Smim133"	3.34006331487335e-22	0.265458229242682	0.365	0.166	7.8748672774769e-18	"5"	"Smim13"
"Rusc21"	1.19672099996481e-20	0.310560303588389	0.253	0.105	2.82150910161703e-16	"5"	"Rusc2"
"Cmip2"	2.07495865357174e-20	0.251745540733213	0.271	0.114	4.89213001752609e-16	"5"	"Cmip"
"Tenm43"	4.67315122890402e-19	0.260944287990642	0.305	0.139	1.1017888652387e-14	"5"	"Tenm4"
"Ctss"	0	6.47731001919111	0.97	0.026	0	"6"	"Ctss"
"hexb"	0	6.38042691990134	0.966	0.054	0	"6"	"hexb"
"P2ry12"	0	5.87101933341767	0.925	0.017	0	"6"	"P2ry12"
"C1qa"	0	5.78635793065412	0.979	0.024	0	"6"	"C1qa"
"C1qb"	0	5.30813839661287	0.959	0.021	0	"6"	"C1qb"
"Tmem119"	0	5.04441797789752	0.888	0.013	0	"6"	"Tmem119"
"C1qc"	0	5.021238688626	0.938	0.02	0	"6"	"C1qc"
"Selplg"	0	4.75039820409981	0.843	0.009	0	"6"	"Selplg"
"Tyrobp"	0	4.6229445621305	0.929	0.02	0	"6"	"Tyrobp"
"Trem2"	0	4.59236808073113	0.827	0.01	0	"6"	"Trem2"
"Lgmn"	0	4.57525212542324	0.948	0.276	0	"6"	"Lgmn"
"Csf1r"	0	4.28618096418145	0.827	0.016	0	"6"	"Csf1r"
"Gpr34"	0	4.2761342285673	0.761	0.008	0	"6"	"Gpr34"
"Cx3cr1"	0	4.15395518543151	0.781	0.01	0	"6"	"Cx3cr1"
"Fcer1g"	0	4.04513752794434	0.847	0.017	0	"6"	"Fcer1g"
"Laptm5"	0	3.97165005119903	0.763	0.014	0	"6"	"Laptm5"
"Ly86"	0	3.9406503865528	0.727	0.009	0	"6"	"Ly86"
"Aif1"	0	3.60107455438774	0.715	0.017	0	"6"	"Aif1"
"Rnase4"	0	3.55202720390328	0.665	0.017	0	"6"	"Rnase4"
"Fcgr3"	0	3.54562371850485	0.686	0.012	0	"6"	"Fcgr3"
"Ctsz"	0	3.3391440417803	0.754	0.113	0	"6"	"Ctsz"
"B2m1"	0	3.26126630451076	0.85	0.175	0	"6"	"B2m"
"Cd53"	0	3.25853445391828	0.574	0.009	0	"6"	"Cd53"
"Lpcat2"	0	3.24500000563364	0.563	0.009	0	"6"	"Lpcat2"
"Fcrls"	0	3.23303557290892	0.554	0.012	0	"6"	"Fcrls"
"Pld4"	0	3.22256215219767	0.585	0.011	0	"6"	"Pld4"
"Ifngr1"	0	3.18601480939041	0.688	0.068	0	"6"	"Ifngr1"
"Cyba1"	0	3.14041898814786	0.761	0.086	0	"6"	"Cyba"
"Fam105a"	0	3.10765301262313	0.572	0.018	0	"6"	"Fam105a"
"Rnaset2a1"	0	3.09647477900762	0.825	0.159	0	"6"	"Rnaset2a"
"Siglech"	0	3.09256307089895	0.526	0.003	0	"6"	"Siglech"
"Cmtm61"	0	3.09019997910506	0.713	0.094	0	"6"	"Cmtm6"
"Fcgr1"	0	3.00937664653021	0.542	0.023	0	"6"	"Fcgr1"
"Ccr5"	0	3.00346653852405	0.494	0.004	0	"6"	"Ccr5"
"Vsir"	0	2.92146999762227	0.576	0.045	0	"6"	"Vsir"
"Ctsc"	0	2.86777448450872	0.558	0.029	0	"6"	"Ctsc"
"Tgfbr1"	0	2.86675415565246	0.544	0.05	0	"6"	"Tgfbr1"
"Ltc4s"	0	2.86153597449577	0.465	0.016	0	"6"	"Ltc4s"
"Cyth4"	0	2.85674915228312	0.535	0.014	0	"6"	"Cyth4"
"Alox5ap"	0	2.82519206804524	0.494	0.015	0	"6"	"Alox5ap"
"P2ry13"	0	2.69059679012518	0.424	0.004	0	"6"	"P2ry13"
"Pycard"	0	2.68718345757712	0.499	0.022	0	"6"	"Pycard"
"Cmtm7"	0	2.65773680031827	0.474	0.024	0	"6"	"Cmtm7"
"Bin2"	0	2.61762677467858	0.424	0.002	0	"6"	"Bin2"
"Ighm"	0	2.61158822455894	0.419	0.007	0	"6"	"Ighm"
"Irf8"	0	2.59037024870978	0.444	0.007	0	"6"	"Irf8"
"Cd68"	0	2.56516347561626	0.437	0.016	0	"6"	"Cd68"
"Lair1"	0	2.53632243846078	0.437	0.015	0	"6"	"Lair1"
"Cd300d"	0	2.51566182014094	0.401	0.007	0	"6"	"Cd300d"
"Olfml3"	0	2.51517828147214	0.433	0.016	0	"6"	"Olfml3"
"Cd14"	0	2.49770034457462	0.403	0.01	0	"6"	"Cd14"
"Hpgds"	0	2.42424361528824	0.385	0.012	0	"6"	"Hpgds"
"Itgam"	0	2.3383469315563	0.39	0.004	0	"6"	"Itgam"
"Spi1"	0	2.31534406736018	0.403	0.008	0	"6"	"Spi1"
"Tnfaip8l2"	0	2.28967396454696	0.367	0.006	0	"6"	"Tnfaip8l2"
"Arhgap45"	0	2.24215768174488	0.321	0.006	0	"6"	"Arhgap45"
"Crybb1"	0	2.22494748994134	0.328	0.005	0	"6"	"Crybb1"
"Cd37"	0	2.21747435235305	0.353	0.003	0	"6"	"Cd37"
"Fgd2"	0	2.21309404509778	0.342	0.007	0	"6"	"Fgd2"
"Sla"	0	2.15826510356258	0.305	0.006	0	"6"	"Sla"
"Adgre1"	0	2.13645906097992	0.323	0.006	0	"6"	"Adgre1"
"Susd3"	0	2.12937089236428	0.319	0.004	0	"6"	"Susd3"
"P2ry6"	0	2.03494336365234	0.296	0.005	0	"6"	"P2ry6"
"Rac2"	0	2.00480785207198	0.323	0.007	0	"6"	"Rac2"
"Gna15"	0	1.87713130013244	0.287	0.004	0	"6"	"Gna15"
"Il10ra"	0	1.83525900112763	0.264	0.003	0	"6"	"Il10ra"
"Apbb1ip"	0	1.83306344994428	0.26	0.004	0	"6"	"Apbb1ip"
"Cd52"	0	1.82953994622591	0.251	0.002	0	"6"	"Cd52"
"Bcl2a1b"	0	1.82843521352691	0.269	0.002	0	"6"	"Bcl2a1b"
"Bcl2a1d"	0	1.74020950435433	0.253	0.002	0	"6"	"Bcl2a1d"
"Itgb5"	3.63185551662969e-305	2.45338254613436	0.538	0.05	8.56282575155781e-301	"6"	"Itgb5"
"Ctsd"	2.9200859175143e-304	4.44478447016804	0.968	0.381	6.88468656772346e-300	"6"	"Ctsd"
"Gngt2"	2.83191328768462e-299	2.26815326014039	0.362	0.017	6.67680195837403e-295	"6"	"Gngt2"
"Rgs102"	5.95347465906078e-287	3.19606247110693	0.743	0.143	1.40365072036676e-282	"6"	"Rgs10"
"Clic11"	2.37629324079308e-268	2.627526030034	0.67	0.104	5.60258657381784e-264	"6"	"Clic1"
"Ptgs1"	1.50871119379745e-253	2.17232462203631	0.353	0.021	3.55708838161625e-249	"6"	"Ptgs1"
"Cst31"	1.18251365889928e-248	3.61893905795309	0.993	0.782	2.78801245358683e-244	"6"	"Cst3"
"Lst1"	9.42348786450826e-248	2.00203916941803	0.303	0.014	2.22177573381511e-243	"6"	"Lst1"
"Itm2b"	7.20616793674346e-246	3.17898077511203	0.986	0.687	1.698998214446e-241	"6"	"Itm2b"
"Adap2os"	6.87775553513811e-245	2.42222952235148	0.401	0.032	1.62156842251951e-240	"6"	"Adap2os"
"Adrb2"	4.31970909299865e-242	1.95567012136246	0.273	0.011	1.01845781285629e-237	"6"	"Adrb2"
"Il6ra"	1.19169419354169e-241	1.87587301413403	0.276	0.011	2.80965740011325e-237	"6"	"Il6ra"
"Coro1a"	6.03407910689821e-237	2.35242113565398	0.415	0.039	1.42265483103339e-232	"6"	"Coro1a"
"Ptpn18"	1.56752052979769e-229	1.79650250517546	0.298	0.015	3.69574315310402e-225	"6"	"Ptpn18"
"Arhgdib"	4.53496339655483e-226	1.98805150675841	0.346	0.025	1.06920832000573e-221	"6"	"Arhgdib"
"Slco2b11"	5.76707025422912e-224	2.27843213162569	0.421	0.042	1.3597021538396e-219	"6"	"Slco2b1"
"Ctsh1"	3.03466349448364e-223	2.49222311118448	0.558	0.083	7.15482612094409e-219	"6"	"Ctsh"
"Lyn"	6.18689555865863e-206	1.78287592237467	0.314	0.022	1.45868436586495e-201	"6"	"Lyn"
"Hexa"	2.86649212374754e-203	2.66295915569201	0.59	0.113	6.75832848015959e-199	"6"	"Hexa"
"Tmsb4x2"	1.20227071051389e-192	1.87172795286717	1	0.852	2.8345936541786e-188	"6"	"Tmsb4x"
"Mafb"	1.80315141395309e-184	1.80822839991569	0.264	0.016	4.2512900886772e-180	"6"	"Mafb"
"Rgs2"	9.36582230683224e-172	2.30873733729007	0.383	0.048	2.20817992528184e-167	"6"	"Rgs2"
"F11r"	8.64913476563009e-168	1.85768891163662	0.321	0.032	2.03920650369261e-163	"6"	"F11r"
"Psmb8"	6.56990788804829e-159	1.53101961601778	0.271	0.022	1.54898718276515e-154	"6"	"Psmb8"
"Sparc2"	3.26364469612767e-152	2.04499100124901	0.893	0.446	7.6946951000602e-148	"6"	"Sparc"
"Grn"	2.04984963993143e-148	2.39372633834917	0.533	0.125	4.83293049606634e-144	"6"	"Grn"
"Junb1"	8.09061960626152e-147	2.97595500430745	0.581	0.154	1.90752538456828e-142	"6"	"Junb"
"RP24-174G2.2"	1.37678409847928e-144	2.30330450239626	0.394	0.062	3.24604386898461e-140	"6"	"RP24-174G2.2"
"Tmem176b"	2.6324801996501e-142	2.10268062105601	0.501	0.103	6.20659856671504e-138	"6"	"Tmem176b"
"Rps291"	7.07361651296654e-137	1.72946873768554	0.925	0.747	1.66774656526212e-132	"6"	"Rps29"
"Man2b1"	3.06636221818371e-135	2.14986496734526	0.419	0.078	7.22956220181174e-131	"6"	"Man2b1"
"RP24-88J19.1"	1.99815719632674e-134	1.54023897762757	0.253	0.024	4.71105522177955e-130	"6"	"RP24-88J19.1"
"Pla2g15"	1.62386165360574e-131	1.78679271529039	0.287	0.033	3.82857862070626e-127	"6"	"Pla2g15"
"B4galt1"	6.24590497248024e-129	1.9303177811405	0.319	0.044	1.47259701536167e-124	"6"	"B4galt1"
"Fau1"	8.43996132092932e-124	1.53553927354024	0.923	0.765	1.98988968063551e-119	"6"	"Fau"
"Plekho1"	2.71409386219633e-122	1.63090701675915	0.257	0.028	6.39901909890028e-118	"6"	"Plekho1"
"Tmem176a"	7.41582765939719e-122	1.72895644545807	0.38	0.064	1.74842968725607e-117	"6"	"Tmem176a"
"Pdlim4"	2.21632453044799e-121	1.60145999671361	0.36	0.056	5.22542834543724e-117	"6"	"Pdlim4"
"Rps91"	1.82774241199893e-120	1.5191372568	0.929	0.773	4.30926828476987e-116	"6"	"Rps9"
"Camk1"	1.55050010928246e-108	2.05915834888563	0.499	0.144	3.65561410765525e-104	"6"	"Camk1"
"Arl4c2"	1.87405591546005e-107	2.13543777583768	0.401	0.09	4.41846163188015e-103	"6"	"Arl4c"
"Sirpa1"	4.13666179707224e-107	2.08126568194762	0.622	0.231	9.75300751895722e-103	"6"	"Sirpa"
"Capza2"	5.25282430234128e-106	2.17437557193209	0.647	0.277	1.238458385763e-101	"6"	"Capza2"
"Ly6e1"	2.60115645155699e-102	1.84351830874492	0.538	0.162	6.1327465658359e-98	"6"	"Ly6e"
"Limd2"	5.98404653622844e-99	2.02036326660604	0.44	0.118	1.41085865184658e-94	"6"	"Limd2"
"Mef2c1"	1.43200541575558e-98	1.94596119717448	0.46	0.126	3.37623916872693e-94	"6"	"Mef2c"
"Gatm2"	8.1061575906098e-96	1.63925491435694	0.749	0.347	1.91118877513807e-91	"6"	"Gatm"
"Ctsb"	3.11415897730399e-95	1.96784852034243	0.768	0.506	7.34225262078961e-91	"6"	"Ctsb"
"Tifa"	5.52802415733507e-94	1.37421205103437	0.262	0.039	1.30334225557489e-89	"6"	"Tifa"
"Qpct"	1.03155779916407e-93	1.58944492254873	0.253	0.037	2.43210382308913e-89	"6"	"Qpct"
"Sgk1"	6.13660150227464e-91	2.0943346149667	0.426	0.119	1.44682653619129e-86	"6"	"Sgk1"
"Rpl321"	5.93037717799418e-89	1.26039408293014	0.904	0.767	1.39820502725569e-84	"6"	"Rpl32"
"Rpl18a1"	2.26638842097188e-88	1.38410294620163	0.854	0.696	5.34346398012541e-84	"6"	"Rpl18a"
"Rplp01"	2.73431118444441e-87	1.44511735771951	0.868	0.712	6.44668547956459e-83	"6"	"Rplp0"
"Rps4x1"	7.91015039578354e-86	1.43051662953642	0.866	0.724	1.86497615881389e-81	"6"	"Rps4x"
"Tpst21"	9.75921820786384e-86	1.82132068789524	0.442	0.131	2.30093087686806e-81	"6"	"Tpst2"
"Evi2a2"	1.16150397441509e-85	1.99895101460034	0.528	0.196	2.73847792047845e-81	"6"	"Evi2a"
"Rpl101"	2.47524540802467e-85	1.42017005076859	0.836	0.682	5.83588609849976e-81	"6"	"Rpl10"
"Ier51"	3.48552224673612e-85	1.9247296043561	0.417	0.116	8.21781580112976e-81	"6"	"Ier5"
"Rps111"	1.93009814054547e-84	1.34612822952526	0.856	0.724	4.55059238596405e-80	"6"	"Rps11"
"Rps231"	1.26430873506945e-82	1.18546673548824	0.895	0.781	2.98086070467323e-78	"6"	"Rps23"
"Ivns1abp"	1.18614154187809e-81	1.8796247602972	0.424	0.127	2.79656591328597e-77	"6"	"Ivns1abp"
"Cotl1"	2.67926553093492e-81	1.84286680565011	0.44	0.132	6.31690434228527e-77	"6"	"Cotl1"
"Kctd12"	2.68713177108661e-79	1.48582826744762	0.251	0.043	6.33545057669089e-75	"6"	"Kctd12"
"Cd812"	2.39638307621451e-77	1.09518667065757	0.929	0.835	5.64995237879095e-73	"6"	"Cd81"
"Fam49b"	5.10706558871531e-76	2.02484515719136	0.524	0.222	1.20409285385141e-71	"6"	"Fam49b"
"Creg1"	2.33781640586746e-74	1.65533783813728	0.383	0.106	5.51186974011372e-70	"6"	"Creg1"
"Btg21"	6.20788224242774e-74	1.862961252319	0.396	0.117	1.46363239629719e-69	"6"	"Btg2"
"RP23-29H5.3"	8.90178999487329e-73	1.87689305873022	0.554	0.259	2.09877502709128e-68	"6"	"RP23-29H5.3"
"Rps271"	3.6442551002704e-72	1.12561504501269	0.897	0.78	8.59206024990753e-68	"6"	"Rps27"
"Vasp1"	7.83881785531356e-72	1.4698855806875	0.346	0.089	1.84815808574728e-67	"6"	"Vasp"
"Rps3a11"	7.65744054094445e-71	1.14881873419713	0.859	0.738	1.80539475633847e-66	"6"	"Rps3a1"
"Bmp2k"	1.29739705313196e-70	1.95556192531769	0.426	0.144	3.05887303216923e-66	"6"	"Bmp2k"
"Rps31"	7.50312755410977e-70	1.22312169386719	0.845	0.734	1.76901238343246e-65	"6"	"Rps3"
"Ctsa"	7.6060829736788e-70	1.82974254811085	0.444	0.158	1.79328618270425e-65	"6"	"Ctsa"
"Nav3"	7.86119856838104e-69	1.66847027039048	0.292	0.068	1.8534347864672e-64	"6"	"Nav3"
"H2-D11"	7.22608068166388e-67	1.79964775582465	0.606	0.293	1.70369304231589e-62	"6"	"H2-D1"
"Rps191"	2.83221106641277e-66	1.00284122437492	0.913	0.796	6.67750403128138e-62	"6"	"Rps19"
"Rpl131"	1.42669783003744e-65	0.801604166851906	0.948	0.863	3.36372547387928e-61	"6"	"Rpl13"
"Rpl351"	1.9403722694718e-65	1.19155036318774	0.829	0.732	4.57481569973366e-61	"6"	"Rpl35"
"St3gal61"	5.56729702073389e-65	1.39688094217234	0.31	0.077	1.31260161857843e-60	"6"	"St3gal6"
"Ntpcr"	7.52612866974773e-65	1.71623033815327	0.342	0.1	1.77443535646642e-60	"6"	"Ntpcr"
"Rps27a1"	8.11900005516461e-65	1.0144788316249	0.9	0.765	1.91421664300616e-60	"6"	"Rps27a"
"Rpl13a2"	2.42947199003982e-64	1.01713512868084	0.911	0.82	5.72796611091688e-60	"6"	"Rpl13a"
"Rps15a1"	3.25102456400241e-63	1.25060504865071	0.809	0.677	7.66494061454849e-59	"6"	"Rps15a"
"Gusb"	1.22981254302127e-62	1.59586712041521	0.326	0.092	2.89952903268124e-58	"6"	"Gusb"
"Rpl35a1"	5.39799990415086e-60	1.24107161931631	0.781	0.657	1.27268643740165e-55	"6"	"Rpl35a"
"Asah1"	7.49084851816868e-59	1.52568360107189	0.351	0.109	1.76611735512863e-54	"6"	"Asah1"
"Npc22"	2.67422921856645e-57	1.28010693153879	0.736	0.49	6.30503022861413e-53	"6"	"Npc2"
"Rps141"	3.64132498289411e-57	0.836933262119074	0.936	0.859	8.58515191216945e-53	"6"	"Rps14"
"Rpl10a2"	5.91756146284403e-56	1.40862357693114	0.704	0.516	1.39518346609474e-51	"6"	"Rpl10a"
"H2-K11"	8.45801699157079e-56	1.47168960459197	0.328	0.096	1.99414666610265e-51	"6"	"H2-K1"
"Arpc21"	8.78183608641521e-56	1.59031030392835	0.597	0.358	2.07049349409412e-51	"6"	"Arpc2"
"Clta"	7.01538922639245e-55	1.54654220020447	0.629	0.42	1.65401831790655e-50	"6"	"Clta"
"Scamp2"	6.41922525399878e-54	1.46469088564038	0.285	0.078	1.51346073813529e-49	"6"	"Scamp2"
"Tcn2"	9.73087056763301e-53	1.28322231010203	0.262	0.067	2.29424735373084e-48	"6"	"Tcn2"
"Ccng2"	3.41238033633864e-51	1.54281741433433	0.282	0.082	8.04536911898561e-47	"6"	"Ccng2"
"Ifngr21"	1.29480619149451e-50	1.7271399034132	0.358	0.132	3.05276455768661e-46	"6"	"Ifngr2"
"Vamp81"	1.6432969807797e-50	1.25813793708229	0.369	0.122	3.87440129158429e-46	"6"	"Vamp8"
"Hebp12"	6.87033613640568e-49	1.65808259047011	0.437	0.197	1.61981915088037e-44	"6"	"Hebp1"
"Rps161"	7.01561026381722e-48	0.976759673486824	0.809	0.723	1.65407043190019e-43	"6"	"Rps16"
"Commd8"	9.77979827409099e-48	1.76425453382695	0.431	0.2	2.30578303908243e-43	"6"	"Commd8"
"Rplp11"	2.01336927598715e-47	0.983670539591734	0.825	0.746	4.74692074199489e-43	"6"	"Rplp1"
"Rpl61"	3.31411384165224e-47	1.01629015261055	0.795	0.689	7.81368620446349e-43	"6"	"Rpl6"
"Anxa31"	7.00774866754273e-46	1.23473583302417	0.253	0.067	1.65221690334655e-41	"6"	"Anxa3"
"Rpl113"	3.07531931478712e-45	0.95535879572416	0.815	0.748	7.25068034847359e-41	"6"	"Rpl11"
"Dusp6"	4.77706069698689e-45	1.5739615931131	0.278	0.082	1.1262876005286e-40	"6"	"Dusp6"
"Rps51"	1.11554986242553e-44	0.963182074274797	0.827	0.757	2.63013191064068e-40	"6"	"Rps5"
"Rps251"	3.91278226094999e-44	0.980045429948983	0.779	0.71	9.22516673664178e-40	"6"	"Rps25"
"Ywhah2"	5.91636791241747e-44	1.28443470601086	0.608	0.371	1.39490206271067e-39	"6"	"Ywhah"
"Arpc1b3"	8.62242185148322e-44	1.01393577188297	0.656	0.372	2.0329083999242e-39	"6"	"Arpc1b"
"Gdi2"	2.26431921283859e-43	1.61683276462754	0.513	0.304	5.33858540810954e-39	"6"	"Gdi2"
"Serinc3"	3.13993886616659e-43	1.5998553372055	0.362	0.149	7.40303386476097e-39	"6"	"Serinc3"
"Orai1"	7.27286216882862e-43	1.42056254886505	0.269	0.082	1.71472271354472e-38	"6"	"Orai1"
"Pabpc11"	2.65609846668308e-42	1.55465248297887	0.524	0.323	6.26228335489871e-38	"6"	"Pabpc1"
"Sat11"	1.32808121709282e-41	1.38577440918816	0.538	0.31	3.13121708553973e-37	"6"	"Sat1"
"Arrb2"	1.79470507321767e-41	1.28445917596722	0.255	0.079	4.2313761511253e-37	"6"	"Arrb2"
"Rap1b1"	3.7834207878041e-41	1.39547226164885	0.453	0.228	8.92017119140574e-37	"6"	"Rap1b"
"Rpl37a1"	9.329413307869e-41	0.861819069236567	0.82	0.737	2.19959577559627e-36	"6"	"Rpl37a"
"Plxdc2"	1.51471193407817e-40	1.54501107951151	0.308	0.114	3.5712363269761e-36	"6"	"Plxdc2"
"Rps241"	2.3210091412723e-40	0.975275834006277	0.795	0.728	5.4722432523777e-36	"6"	"Rps24"
"Ftl12"	5.73839700464583e-39	1.51012024443957	0.601	0.445	1.35294186178535e-34	"6"	"Ftl1"
"Tubb51"	8.03466601892347e-39	1.12623936967577	0.661	0.48	1.89433320728159e-34	"6"	"Tubb5"
"Rpl93"	3.49355533791624e-38	0.757216857249211	0.863	0.783	8.23675542020511e-34	"6"	"Rpl9"
"Rplp21"	7.05204891886059e-38	1.000627517467	0.736	0.67	1.66266157359976e-33	"6"	"Rplp2"
"Rps121"	7.77973096639702e-38	1.19762724150601	0.642	0.519	1.83422716994743e-33	"6"	"Rps12"
"Jun1"	2.04685084156571e-37	1.80593560000728	0.485	0.285	4.82586022915948e-33	"6"	"Jun"
"Rpl27a1"	3.25263031649672e-37	0.82317293160149	0.815	0.746	7.66872649720432e-33	"6"	"Rpl27a"
"Rpl311"	3.67651863484677e-37	0.735135321164651	0.879	0.799	8.66812798537823e-33	"6"	"Rpl3"
"Efhd2"	7.63870625296113e-37	1.19440300692086	0.376	0.164	1.80097777326065e-32	"6"	"Efhd2"
"Psap1"	8.9454964903401e-35	1.01785364346749	0.708	0.612	2.10907970752749e-30	"6"	"Psap"
"Rpl372"	1.41230964507595e-34	0.729146118811065	0.843	0.788	3.32980245019556e-30	"6"	"Rpl37"
"Lamp2"	2.14896075238585e-33	1.23779194241728	0.328	0.138	5.06660476590012e-29	"6"	"Lamp2"
"AC026478.11"	4.33953064337817e-33	0.806921787245007	0.781	0.731	1.02313113978927e-28	"6"	"AC026478.1"
"Rps181"	6.60275902534545e-33	0.976449800910687	0.74	0.686	1.5567324954057e-28	"6"	"Rps18"
"Edem2"	1.33368161474454e-32	1.35267933241279	0.273	0.105	3.1444211430832e-28	"6"	"Edem2"
"Rps61"	6.32331502012681e-32	1.08497222407894	0.688	0.622	1.4908479822953e-27	"6"	"Rps6"
"Syngr12"	1.81112377405788e-31	1.37029462785228	0.421	0.233	4.27008652209627e-27	"6"	"Syngr1"
"Gpx11"	2.73522228494785e-31	1.38145418351112	0.517	0.362	6.44883358122154e-27	"6"	"Gpx1"
"Asph2"	2.85799605974529e-31	1.42730474788498	0.314	0.138	6.73829731006148e-27	"6"	"Asph"
"Pmp22"	1.20208598535622e-30	1.09888729080774	0.303	0.122	2.83415812767437e-26	"6"	"Pmp22"
"Rpl173"	1.29903640418678e-30	0.900368713577173	0.736	0.668	3.06273813015117e-26	"6"	"Rpl17"
"Actb1"	2.78867583654566e-30	0.981077285306487	0.79	0.744	6.57486101982371e-26	"6"	"Actb"
"Trf2"	3.53345946913e-30	0.664261055094832	0.492	0.233	8.33083739036779e-26	"6"	"Trf"
"Rpl81"	2.94734248939645e-29	0.764436896893995	0.768	0.732	6.94894938725002e-25	"6"	"Rpl8"
"Rps131"	4.75601873254655e-29	0.982816700117856	0.718	0.67	1.1213265365725e-24	"6"	"Rps13"
"Lmo21"	7.24884425438785e-29	1.04196202074181	0.282	0.111	1.70906000985702e-24	"6"	"Lmo2"
"RP23-82K1.61"	1.01263970272826e-28	0.840094028893794	0.747	0.709	2.38750062712243e-24	"6"	"RP23-82K1.6"
"Erp291"	1.55012098026993e-28	1.30362681806691	0.469	0.305	3.65472023518241e-24	"6"	"Erp29"
"Ostf11"	2.23110554353368e-28	1.1361628044959	0.371	0.184	5.26027753998935e-24	"6"	"Ostf1"
"Cdc421"	2.89393776716741e-28	1.10805202307339	0.608	0.503	6.82303707365059e-24	"6"	"Cdc42"
"Bin12"	6.8441716240969e-28	1.11588653278199	0.531	0.358	1.61365034381333e-23	"6"	"Bin1"
"Epb41l2"	1.41622453985877e-27	1.18181059189096	0.344	0.168	3.33903259762502e-23	"6"	"Epb41l2"
"Rpl42"	3.33817441221327e-27	0.792901559779076	0.72	0.686	7.87041381167523e-23	"6"	"Rpl4"
"Cd9"	6.06274442660856e-27	1.13230440809142	0.453	0.266	1.4294132534615e-22	"6"	"Cd9"
"Slc25a52"	1.48463559034891e-26	0.966413552672754	0.636	0.527	3.50032533136563e-22	"6"	"Slc25a5"
"Ctsf"	2.02461848177771e-26	1.15870474179287	0.296	0.132	4.77344299448731e-22	"6"	"Ctsf"
"Rpl341"	2.26421080400865e-25	0.749982976974242	0.745	0.701	5.3383298126112e-21	"6"	"Rpl34"
"Pfn12"	2.50528902990512e-25	0.771358312215843	0.729	0.689	5.90671994580729e-21	"6"	"Pfn1"
"Rps151"	2.96246859343693e-25	0.787565659658935	0.736	0.692	6.98461220274625e-21	"6"	"Rps15"
"Tmem50a1"	1.04052039508268e-24	1.31555758432821	0.462	0.315	2.45323493548644e-20	"6"	"Tmem50a"
"Tpm3-rs71"	1.79802470602243e-24	1.24087105630761	0.376	0.219	4.23920284938908e-20	"6"	"Tpm3-rs7"
"Rps71"	3.04805491072687e-24	0.67093534031306	0.795	0.742	7.18639906302075e-20	"6"	"Rps7"
